TimeStemp;grDataTime;W_GD;W_Yaw_CCW;W_Yaw_CW;W_Gen_APower;W_AcPower;W_Gen_Tor;W_Gen_Tor_Set;W_Nac_WS;W_NAC_WD;W_NAC_VD;W_Yaw_Pos;W_Pitch1;W_Pitch1_Set;W_Pitch2;W_Pitch2_Set;W_Pitch3;W_Pitch3_Set;W_Gen_SP;W_Rotor_SP;W_Nac_AccX;W_Nac_AccY;W_Nac_AccZ;W_Rotor_Pos;Acc2X;Acc2Y;Acc2Z;Temp2;Acc3X;Acc3Y;Acc3Z;Temp3;Acc1X;Acc1Y;Acc1Z;Temp1;Bl2_I_1M;Bl2_O_1M;Bl2_I_12M;Bl2_O_12M;Bl2_T_12M;Bl2_I_20M;Bl2_O_20M;Bl2_T_20M;Bl2_I_30M;Bl2_O_30M;Bl2_T_30M;Bl2_I_40M;Bl2_O_40M;Bl2_T_40M;Bl2_I_50M;Bl2_O_50M;Bl2_T_50M;Bl3_I_1M;Bl3_O_1M;Bl3_I_12M;Bl3_O_12M;Bl3_T_12M;Bl3_I_25M;Bl3_O_25M;Bl3_T_25M;Bl3_I_46M;Bl3_O_46M;Bl3_T_46M;Bl1_I_1M;Bl1_O_1M;Bl1_I_12M;Bl1_O_12M;Bl1_T_12M;Bl1_I_25M;Bl1_25M;Bl1_T_25M;Bl1_I_46M;Bl1_O_46M;Bl1_T_46M;Bl2_B1_1M;Bl2_B2_1M;Bl2_B4_1M;Bl2_B5_1M;Bl2_B1_12M;Bl2_B2_12M;Bl2_B4_12M;Bl2_B5_12M;Bl2_B1_20M;Bl2_B3_20M;Bl2_B4_20M;Bl2_B6_20M;Bl2_B1_30M;Bl2_B3_30M;Bl2_B4_30M;Bl2_B6_30M;Bl2_B1_40M;Bl2_B3_40M;Bl2_B4_40M;Bl2_B6_40M;Bl2_B1_50M;Bl2_B3_50M;Bl2_B4_50M;Bl2_B6_50M;Bl3_B1_1M;Bl3_B2_1M;Bl3_B3_1M;Bl3_B4_1M;Bl3_B1_12M;Bl3_B2_12M;Bl3_B3_12M;Bl3_B4_12M;Bl3_B1_25M;Bl3_B2_25M;Bl3_B3_25M;Bl3_B4_25M;Bl3_B1_46M;Bl3_B2_46M;Bl3_B3_46M;Bl3_B4_46M;Bl1_B1_1M;Bl1_B2_1M;Bl1_B3_1M;Bl1_B4_1M;Bl1_B1_12M;Bl1_B2_12M;Bl1_B3_12M;Bl1_B4_12M;Bl1_B1_25M;Bl1_B2_25M;Bl1_B3_25M;Bl1_B4_25M;Bl1_B1_46M;Bl1_B2_46M;Bl1_B3_46M;Bl1_B4_46M;Bl2_S1_12M0;Bl2_S1_12M1;Bl2_S2_12M0;Bl2_S2_12M1;Bl2_S1_20M0;Bl2_S1_20M1;Bl2_S2_20M0;Bl2_S2_20M1;Bl2_S1_30M0;Bl2_S1_30M1;Bl2_S2_30M0;Bl2_S2_30M1;Bl2_S1_40M0;Bl2_S1_40M1;Bl2_S2_40M0;Bl2_S2_40M1;Bl2_S1_50M0;Bl2_S1_50M1;Bl2_S2_50M0;Bl2_S2_50M1;Bl3_S1_12M0;Bl3_S1_12M1;Bl3_S1_12M1;Bl3_S2_12M1;Bl3_S1_25M0;Bl3_S1_25M1;Bl3_S2_25M0;Bl3_S2_25M1;Bl3_S1_46M0;Bl3_S1_46M1;Bl3_S2_46M0;Bl3_S2_46M1;Bl1_S1_12M0;Bl1_S1_12M1;Bl1_S2_12M0;Bl1_S2_12M1;Bl1_S1_25M0;Bl1_S1_25M1;Bl1_S2_25M0;Bl1_S2_25M1;Bl1_S1_46M0;Bl1_S1_46M1;Bl1_S2_46M0;Bl1_S2_46M1;M_Main_WS;M_Ref_WS;M_Tip_WS;M_Main_WD;M_Press;M_Temp;M_Humi;Power
2018-04-08_15:29:05.803;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-16334;17843;8109;22224;18130;-9189;-7072;-18827;23622;-17076;21563;-19291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15374;13913;-14547;13310;-12042;18103;-9862;17549;-6388;-14938;-6061;3392;-1273;0;-1247;0;0;0;0;0;0;0;0;0;-15734;-2893;-15145;-1930;-12850;397;-11516;-399;-9114;2750;-8319;3736;-6152;6692;-5763;10387;-15093;-3044;-15476;-2400;0;0;-11737;874;-10313;3832;-9231;3468;0;6736;-6136;6724;-15355;-10566;-15462;-11033;-5916;-868;-6153;-1506;3168;8217;3434;8038;13165;18042;14026;16553;0;-3044;0;18081;-15434;-11076;3689;8440;-6134;-1539;13226;17621;12801;17490;11016;15435;-15130;-13536;2451;4016;-6078;-1448;13464;17818;0;18082;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:29:05.823;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-17696;17321;6752;22612;17794;-9637;-7072;-19269;23622;-17076;21899;-19291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15374;13913;-14547;13310;-12042;18102;-9862;17549;-6388;-14939;-6060;3392;-1273;0;-1247;0;0;0;0;0;0;0;0;0;-15734;-2893;-15145;-1930;-12850;379;-11516;-407;-9115;2750;-8319;3735;-6151;6692;-5763;10394;-15094;-3044;-15476;-2400;0;0;-11736;874;-10313;3833;-9231;3468;0;6736;-6136;6724;-15355;-10566;-15462;-11033;-5916;-868;-6153;-1507;3168;8217;3434;8038;13165;18042;14026;16553;0;-3044;0;18081;-15434;-11076;3689;8440;-6134;-1539;13227;17621;12801;17490;10960;17221;-15130;-13536;2451;4016;-6078;-1448;13464;17818;0;18083;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:29:05.843;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-18601;18370;8109;21455;17459;-9637;-7422;-19269;23622;-17817;21899;-19291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15374;13913;-14547;13310;-12042;18102;-9861;17549;-6388;-14939;-6060;3393;-1273;0;-1247;0;0;0;0;0;0;0;0;0;-15734;-2893;-15145;-1930;-12850;366;-11516;-409;-9114;2750;-8319;3735;-6151;6693;-5763;10378;-15094;-3044;-15476;-2400;0;0;-11736;874;-10313;3833;-9231;3468;0;6737;-6136;6723;-15355;-10566;-15462;-11033;-5916;-869;-6153;-1507;3168;8216;3434;8038;13165;18042;14026;16553;0;0;0;0;-15434;-11076;3689;8440;-6134;-1539;13227;17621;12801;17490;11015;16161;-15130;-13536;2451;4016;-6078;-1448;13464;17816;0;18083;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:29:05.863;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-19053;18370;8109;21455;17459;-8741;-7072;-18827;24749;-17817;21899;-19778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15374;13912;-14546;13311;-12043;18102;-9861;17550;-6389;-14939;-6060;3393;-1273;0;-1247;0;0;0;0;0;0;0;0;0;-15734;-2893;-15145;-1930;-12850;366;-11516;-384;-9115;2749;-8319;2542;-6152;6693;-5763;10379;-15094;-3044;-15476;-2400;0;0;-11736;874;-10313;3834;-9231;3467;0;6737;-6137;6723;-15355;-10566;-15462;-11033;-5916;-869;-6153;-1507;3168;8217;3434;8037;13165;18042;14026;16553;0;0;0;0;-15434;-11076;3689;8440;-6134;-1539;13227;17621;12801;17490;10980;16186;-15130;-13536;2451;4016;-6078;-1448;13464;17816;0;18083;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:29:05.883;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-20411;17321;8109;22224;17459;-8288;-7072;-18827;23999;-17817;21563;-19291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15375;13912;-14546;13311;-12043;18101;-9861;17550;-6389;-14939;-6060;3393;-1273;0;-1247;0;0;0;0;0;0;0;0;0;-15733;-2894;-15146;-1930;-12850;375;-11516;-363;-9114;2749;-8320;3703;-6151;6694;-5763;10385;-15094;-3044;-15475;-2400;0;0;-11736;874;-10313;3835;-9231;3467;0;6737;-6137;6723;-15355;-10567;-15462;-11033;-5916;-869;-6152;-1507;3168;8217;3434;8037;13165;18042;14026;16553;0;0;0;0;-15434;-11077;3689;8440;-6134;-1539;13227;17621;12802;17490;10977;16170;-15130;-13536;2451;4016;-6078;-1448;13464;17816;0;18083;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:29:05.903;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-21320;17321;8109;21455;16785;-9189;-7072;-19269;22866;-18553;21563;-19778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15375;13912;-14546;13311;-12043;18101;-9861;17550;-6389;-14940;-6060;3393;-1273;0;-1247;0;0;0;0;0;0;0;0;0;-15733;-2894;-15146;-1930;-12849;378;-11516;-393;-9114;2750;-8320;3348;-6154;6694;-5763;10384;-15094;-3044;-15475;-2400;0;0;-11736;874;-10313;3835;-9230;3467;0;6737;-6137;6723;-15355;-10567;-15462;-11033;-5916;-869;-6152;-1507;3168;8217;3435;8037;13165;18042;14026;16553;0;0;0;0;-15434;-11077;3689;8440;-6134;-1539;13227;17621;12802;17490;10984;16167;-15130;-13536;2451;4016;-6078;-1448;13464;17817;0;18084;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:29:05.923;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-21320;17321;8109;22224;16785;-9189;-7072;-18827;22866;-18182;21563;-19291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15375;13911;-14546;13311;-12044;18101;-9860;17550;-6389;-14940;-6059;3393;-1273;0;-1247;0;0;0;0;0;0;0;0;0;-15733;-2894;-15146;-1929;-12849;368;-11517;-411;-9114;2750;-8321;3735;-6153;6695;-5763;10387;-15094;-3044;-15475;-2400;0;0;-11736;874;-10313;3836;-9230;3467;0;6738;-6138;6723;-15355;-10567;-15462;-11032;-5916;-869;-6153;-1507;3168;8217;3435;8037;13165;18043;14026;16553;0;0;0;0;-15434;-11077;3689;8440;-6133;-1539;13227;17621;12802;17490;10980;19536;-15129;-13536;2451;4016;-6078;-1448;13464;17818;0;18084;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:29:05.943;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-22225;15743;8109;22612;15781;-9637;-7072;-18827;23244;-17817;21563;-19778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15375;13911;-14546;13311;-12044;18101;-9860;17550;-6389;-14940;-6059;3393;-1273;0;-1247;0;0;0;0;0;0;0;0;0;-15733;-2894;-15146;-1929;-12849;380;-11517;-375;-9114;2750;-8321;3736;-6152;6695;-5763;10380;-15095;-3044;-15475;-2400;0;0;-11736;874;-10313;3836;-9230;3467;0;6738;-6138;6723;-15355;-10567;-15462;-11032;-5916;-869;-6152;-1507;3168;8217;3435;8037;13165;18043;14026;16553;0;0;0;0;-15434;-11077;3689;8440;-6133;-1539;13227;17621;12802;17491;11001;16955;-15129;-13536;2451;4016;-6078;-1448;13464;17818;0;18084;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:29:05.963;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-21773;14693;8109;21455;15781;-10085;-7072;-18827;23622;-18182;21899;-19291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15375;13911;-14546;13311;-12044;18101;-9860;17551;-6389;-14940;-6059;3393;-1273;0;-1247;0;0;0;0;0;0;0;0;0;-15733;-2894;-15146;-1929;-12848;389;-11517;-382;-9112;2750;-8321;3725;-6152;6695;-5763;10389;-15095;-3043;-15475;-2400;0;0;-11736;874;-10313;3836;-9231;3467;0;6738;-6138;6723;-15355;-10567;-15462;-11032;-5916;-869;-6153;-1507;3167;8218;3435;8037;13164;18043;14026;16553;0;0;0;0;-15434;-11077;3689;8440;-6133;-1539;13226;17621;12802;17491;10994;19919;-15130;-13536;2451;4016;-6078;-1448;13463;17818;0;18084;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:29:05.983;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-20411;17321;8109;21455;15781;-10982;-7072;-18827;25126;-18924;21899;-19291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15375;13911;-14546;13311;-12044;18101;-9860;17551;-6389;-14940;-6059;3393;-1273;0;-1247;0;0;0;0;0;0;0;0;0;-15732;-2895;-15147;-1929;-12848;363;-11518;1135;-9113;2751;-8321;2969;-6152;6695;-5763;10385;-15095;-3043;-15475;-2400;0;0;-11736;874;-10313;3836;-9231;3466;0;6738;-6138;6723;-15355;-10567;-15462;-11032;-5916;-869;-6152;-1507;3167;8218;3435;8037;13164;18043;14026;16553;0;0;0;0;-15434;-11077;3688;8440;-6133;-1539;13226;17621;12802;17491;11012;19899;-15130;-13536;2451;4016;-6078;-1448;13464;17819;0;18084;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:29:06.003;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-19958;17321;8109;21455;16450;-11878;-7072;-18827;23622;-19665;21563;-19291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15374;13911;-14547;13311;-12044;18100;-9861;17551;-6389;-14940;-6059;3394;-1273;0;-1247;0;0;0;0;0;0;0;0;0;-15732;-2895;-15147;-1929;-12848;377;-11518;-364;-9115;2751;-8322;3744;-6151;6694;-5763;10388;-15095;-3044;-15475;-2400;0;0;-11735;874;-10313;3837;-9231;3466;0;6742;-6139;6721;-15355;-10567;-15462;-11032;-5916;-869;-6152;-1506;3167;8218;3435;8037;13164;18043;14026;16553;0;0;0;0;-15434;-11078;3688;8440;-6133;-1539;13226;17621;12802;17491;11003;19565;-15130;-13536;2451;4016;-6078;-1448;13464;17817;0;18084;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:29:06.023;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-19506;16271;8109;22612;16785;-12326;-7072;-19269;24749;-20035;21899;-19291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15374;13911;-14547;13311;-12044;18100;-9861;17551;-6389;-14941;-6059;3394;-1273;0;-1247;0;0;0;0;0;0;0;0;0;-15732;-2895;-15147;-1929;-12848;372;-11518;-396;-9114;2751;-8322;3719;-6152;6694;-5763;10390;-15095;-3044;-15474;-2400;0;0;-11735;874;-10313;3837;-9231;3466;0;6742;-6139;6721;-15355;-10567;-15462;-11032;-5916;-869;-6153;-1506;3167;8217;3435;8038;13164;18043;14027;16553;0;0;0;0;-15434;-11078;3688;8440;-6133;-1539;13226;17622;12802;17491;10970;16160;-15130;-13536;2451;4016;-6078;-1448;13463;17817;0;18084;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:29:06.043;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-18149;17321;8109;21455;16785;-13222;-6727;-19269;24749;-20401;21899;-19291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15374;13911;-14547;13311;-12043;18100;-9861;17551;-6389;-14941;-6060;3394;-1273;0;-1247;0;0;0;0;0;0;0;0;0;-15731;-2895;-15148;-1929;-12847;377;-11519;-402;-9112;2751;-8322;2475;-6153;6694;-5763;10380;-15095;-3044;-15474;-2400;0;0;-11735;874;-10313;3837;-9231;3466;0;6743;-6140;6721;-15355;-10567;-15462;-11032;-5916;-869;-6153;-1506;3167;8217;3435;8038;13164;18043;14027;16553;0;0;0;0;-15434;-11078;3688;8441;-6133;-1539;13226;17622;12802;17490;11022;19951;-15130;-13536;2451;4016;-6078;-1447;13464;17817;0;18084;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:29:06.063;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-17696;17321;8109;22224;16785;-13222;-7072;-18827;25126;-20401;21563;-19291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15374;13911;-14547;13311;-12043;18100;-9861;17551;-6389;-14941;-6060;3394;-1273;0;-1247;0;0;0;0;0;0;0;0;0;-15731;-2895;-15148;-1929;-12847;379;-11519;850;-9113;2751;-8322;3715;-6150;6694;-5763;10383;-15096;-3044;-15474;-2400;0;0;-11735;874;-10314;3837;-9231;3466;0;6743;-6140;6721;-15355;-10567;-15462;-11031;-5916;-870;-6153;-1506;3167;8217;3435;8038;13164;18042;14027;16554;0;0;0;0;-15434;-11078;3688;8440;-6134;-1539;13226;17622;12802;17490;10981;17916;-15130;-13536;2451;4016;-6078;-1447;13464;17818;0;18084;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:29:06.083;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-18601;17321;8109;22224;17459;-13222;-7072;-18827;25126;-20401;21899;-19291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15374;13911;-14548;13312;-12043;18100;-9862;17551;-6389;-14942;-6060;3394;-1273;0;-1247;0;0;0;0;0;0;0;0;0;-15731;-2895;-15148;-1929;-12847;370;-11519;-353;-9112;2751;-8323;2540;-6151;6694;-5763;10376;-15096;-3044;-15474;-2400;0;0;-11735;874;-10314;3838;-9232;3466;0;6743;-6140;6721;-15355;-10567;-15463;-11031;-5916;-870;-6153;-1506;3167;8217;3435;8038;13164;18042;14027;16554;0;0;0;0;-15434;-11078;3688;8441;-6134;-1539;13226;17622;12802;17490;11025;15442;-15130;-13536;2451;4016;-6078;-1448;13464;17816;0;18085;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:29:06.103;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-17696;17321;8109;22224;17794;-12326;-7072;-19269;25126;-20771;21899;-19291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15373;13911;-14548;13312;-12043;18100;-9862;17551;-6388;-14942;-6060;3394;-1273;0;-1247;0;0;0;0;0;0;0;0;0;-15731;-2895;-15149;-1929;-12846;377;-11520;2183;-9112;2750;-8323;3320;-6152;6694;-5763;10388;-15096;-3044;-15474;-2400;0;0;-11735;874;-10314;3838;-9231;3466;0;6745;-6141;6720;-15355;-10568;-15463;-11031;-5916;-870;-6152;-1506;3167;8217;3435;8038;13164;18042;14027;16554;0;0;0;0;-15434;-11078;3688;8440;-6134;-1539;13226;17623;12802;17490;10989;16188;-15129;-13536;2451;4016;-6078;-1448;13465;17818;0;18085;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:29:06.123;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-17696;17321;8109;22224;18464;-12326;-7072;-19269;25126;-20401;21899;-19778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15373;13911;-14548;13312;-12043;18100;-9862;17551;-6388;-14942;-6061;3394;-1273;0;-1248;0;0;0;0;0;0;0;0;0;-15731;-2895;-15149;-1929;-12846;367;-11520;-414;-9111;2750;-8324;3738;-6151;6694;-5764;10383;-15096;-3044;-15474;-2400;0;0;-11735;874;-10314;3838;-9231;3465;0;6746;-6142;6720;-15355;-10568;-15462;-11031;-5917;-870;-6152;-1505;3167;8217;3435;8038;13163;18042;14026;16555;0;0;0;0;-15434;-11079;3688;8440;-6134;-1539;13226;17623;12802;17490;10988;17939;-15130;-13536;2451;4016;-6078;-1448;13465;17817;0;18085;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:29:06.143;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-17696;17321;8109;22224;18464;-11878;-7072;-19269;25126;-20771;21899;-19778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15373;13911;-14548;13312;-12043;18099;-9862;17551;-6388;-14942;-6061;3394;-1272;0;-1248;0;0;0;0;0;0;0;0;0;-15730;-2895;-15149;-1929;-12846;374;-11521;-366;-9111;2749;-8325;3735;-6151;6694;-5764;10373;-15096;-3043;-15474;-2400;0;0;-11735;874;-10314;3839;-9231;3465;0;6746;-6142;6720;-15355;-10567;-15462;-11031;-5917;-870;-6153;-1505;3167;8217;3435;8038;13163;18042;14026;16555;0;0;0;0;-15434;-11079;3688;8440;-6134;-1539;13226;17623;12802;17490;10960;16177;-15130;-13536;2452;4016;-6078;-1448;13464;17817;0;18085;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:29:06.163;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-18149;15743;8109;22224;19473;-12326;-7072;-19269;25882;-21512;21899;-19291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15373;13911;-14549;13312;-12043;18100;-9862;17551;-6388;-14941;-6061;3394;-1272;0;-1248;0;0;0;0;0;0;0;0;0;-15730;-2895;-15150;-1929;-12845;391;-11521;1232;-9111;2749;-8325;3739;-6149;6693;-5764;10383;-15096;-3043;-15474;-2400;0;0;-11735;873;-10314;3839;-9232;3465;0;6746;-6142;6720;-15355;-10567;-15462;-11031;-5917;-870;-6153;-1505;3167;8217;3435;8038;13163;18042;14026;16556;0;0;0;0;-15434;-11079;3688;8440;-6134;-1540;13225;17623;12802;17490;10996;16137;-15130;-13536;2451;4016;-6079;-1448;13465;17817;0;18085;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:29:06.183;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-18601;14693;8109;21842;19473;-11878;-7072;-18827;25126;-20771;21563;-19778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15373;13911;-14549;13312;-12043;18099;-9863;17551;-6387;-14941;-6062;3394;-1272;0;-1248;0;0;0;0;0;0;0;0;0;-15730;-2895;-15150;-1929;-12845;375;-11521;-327;-9112;2749;-8325;2507;-6151;6692;-5765;10388;-15096;-3043;-15474;-2400;0;0;-11735;873;-10314;3840;-9232;3465;0;6747;-6144;6720;-15355;-10568;-15463;-11031;-5917;-870;-6153;-1505;3167;8217;3435;8038;13162;18042;14026;16556;0;0;0;0;-15434;-11079;3688;8440;-6134;-1540;13226;17623;12802;17490;10988;16168;-15130;-13536;2451;4016;-6080;-1449;13464;17821;0;18085;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:29:06.203;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-17696;14693;8109;22224;19473;-11430;-6727;-18827;25504;-21512;21899;-19291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15372;13911;-14549;13312;-12042;18099;-9863;17551;-6387;-14941;-6062;3394;-1272;0;-1248;0;0;0;0;0;0;0;0;0;-15730;-2895;-15150;-1929;-12845;360;-11521;-380;-9111;2749;-8325;3736;-6148;6691;-5765;10390;-15096;-3043;-15474;-2401;0;0;-11735;873;-10314;3841;-9232;3464;0;6747;-6144;6720;-15355;-10568;-15463;-11030;-5917;-870;-6153;-1505;3165;8217;3433;8040;13162;18043;14025;16557;0;0;0;0;-15434;-11079;3688;8440;-6135;-1539;13225;17623;12801;17490;10971;19552;-15130;-13536;2451;4016;-6080;-1449;13463;17819;0;18086;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:29:06.223;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-17696;14693;8109;22224;20144;-11878;-7072;-19269;25504;-21512;21899;-19291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15372;13911;-14550;13312;-12042;18099;-9863;17551;-6387;-14941;-6062;3394;-1272;0;-1249;0;0;0;0;0;0;0;0;0;-15730;-2895;-15150;-1929;-12845;385;-11522;-424;-9111;2749;-8326;3322;-6146;6689;-5766;10384;-15096;-3043;-15474;-2401;0;0;-11735;873;-10313;3841;-9233;3464;0;6747;-6144;6720;-15355;-10568;-15462;-11030;-5917;-870;-6153;-1505;3165;8217;3433;8040;13161;18043;14025;16557;0;0;0;0;-15434;-11079;3688;8440;-6135;-1539;13225;17624;12801;17490;10979;16167;-15130;-13536;2451;4016;-6081;-1449;13464;17820;0;18086;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
