TimeStemp;grDataTime;W_GD;W_Yaw_CCW;W_Yaw_CW;W_Gen_APower;W_AcPower;W_Gen_Tor;W_Gen_Tor_Set;W_Nac_WS;W_NAC_WD;W_NAC_VD;W_Yaw_Pos;W_Pitch1;W_Pitch1_Set;W_Pitch2;W_Pitch2_Set;W_Pitch3;W_Pitch3_Set;W_Gen_SP;W_Rotor_SP;W_Nac_AccX;W_Nac_AccY;W_Nac_AccZ;W_Rotor_Pos;Acc2X;Acc2Y;Acc2Z;Temp2;Acc3X;Acc3Y;Acc3Z;Temp3;Acc1X;Acc1Y;Acc1Z;Temp1;Bl2_I_1M;Bl2_O_1M;Bl2_I_12M;Bl2_O_12M;Bl2_T_12M;Bl2_I_20M;Bl2_O_20M;Bl2_T_20M;Bl2_I_30M;Bl2_O_30M;Bl2_T_30M;Bl2_I_40M;Bl2_O_40M;Bl2_T_40M;Bl2_I_50M;Bl2_O_50M;Bl2_T_50M;Bl3_I_1M;Bl3_O_1M;Bl3_I_12M;Bl3_O_12M;Bl3_T_12M;Bl3_I_25M;Bl3_O_25M;Bl3_T_25M;Bl3_I_46M;Bl3_O_46M;Bl3_T_46M;Bl1_I_1M;Bl1_O_1M;Bl1_I_12M;Bl1_O_12M;Bl1_T_12M;Bl1_I_25M;Bl1_25M;Bl1_T_25M;Bl1_I_46M;Bl1_O_46M;Bl1_T_46M;Bl2_B1_1M;Bl2_B2_1M;Bl2_B4_1M;Bl2_B5_1M;Bl2_B1_12M;Bl2_B2_12M;Bl2_B4_12M;Bl2_B5_12M;Bl2_B1_20M;Bl2_B3_20M;Bl2_B4_20M;Bl2_B6_20M;Bl2_B1_30M;Bl2_B3_30M;Bl2_B4_30M;Bl2_B6_30M;Bl2_B1_40M;Bl2_B3_40M;Bl2_B4_40M;Bl2_B6_40M;Bl2_B1_50M;Bl2_B3_50M;Bl2_B4_50M;Bl2_B6_50M;Bl3_B1_1M;Bl3_B2_1M;Bl3_B3_1M;Bl3_B4_1M;Bl3_B1_12M;Bl3_B2_12M;Bl3_B3_12M;Bl3_B4_12M;Bl3_B1_25M;Bl3_B2_25M;Bl3_B3_25M;Bl3_B4_25M;Bl3_B1_46M;Bl3_B2_46M;Bl3_B3_46M;Bl3_B4_46M;Bl1_B1_1M;Bl1_B2_1M;Bl1_B3_1M;Bl1_B4_1M;Bl1_B1_12M;Bl1_B2_12M;Bl1_B3_12M;Bl1_B4_12M;Bl1_B1_25M;Bl1_B2_25M;Bl1_B3_25M;Bl1_B4_25M;Bl1_B1_46M;Bl1_B2_46M;Bl1_B3_46M;Bl1_B4_46M;Bl2_S1_12M0;Bl2_S1_12M1;Bl2_S2_12M0;Bl2_S2_12M1;Bl2_S1_20M0;Bl2_S1_20M1;Bl2_S2_20M0;Bl2_S2_20M1;Bl2_S1_30M0;Bl2_S1_30M1;Bl2_S2_30M0;Bl2_S2_30M1;Bl2_S1_40M0;Bl2_S1_40M1;Bl2_S2_40M0;Bl2_S2_40M1;Bl2_S1_50M0;Bl2_S1_50M1;Bl2_S2_50M0;Bl2_S2_50M1;Bl3_S1_12M0;Bl3_S1_12M1;Bl3_S1_12M1;Bl3_S2_12M1;Bl3_S1_25M0;Bl3_S1_25M1;Bl3_S2_25M0;Bl3_S2_25M1;Bl3_S1_46M0;Bl3_S1_46M1;Bl3_S2_46M0;Bl3_S2_46M1;Bl1_S1_12M0;Bl1_S1_12M1;Bl1_S2_12M0;Bl1_S2_12M1;Bl1_S1_25M0;Bl1_S1_25M1;Bl1_S2_25M0;Bl1_S2_25M1;Bl1_S1_46M0;Bl1_S1_46M1;Bl1_S2_46M0;Bl1_S2_46M1;M_Main_WS;M_Ref_WS;M_Tip_WS;M_Main_WD;M_Press;M_Temp;M_Humi;Power
2018-04-08_15:28:30.283;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-19520;18360;8104;22998;18464;-5623;-6415;-17942;24742;-18194;22230;-18321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15375;13899;-14546;13321;-12051;18081;-9857;17564;-6391;-14961;-6057;3407;-1278;0;-1246;0;0;0;0;0;0;0;0;0;-15724;-2876;-15159;-1945;-12821;397;-11537;1294;-9097;2786;-8339;2521;-6144;6701;-5778;10382;-15097;-3050;-15472;-2397;0;0;-11734;876;-10316;3838;-9228;3466;0;6738;-6136;6722;-15359;-10572;-15463;-11023;-5924;-877;-6149;-1499;3152;8216;3434;8048;13147;18042;14025;16567;0;0;0;0;-15425;-11059;3688;8431;-6124;-1529;13220;17615;12807;17492;10998;19926;-15129;-13536;2452;4016;-6089;-1454;13466;17828;0;18083;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:30.303;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-19972;18360;8104;22998;17789;-4722;-6066;-17498;24742;-18194;22230;-17838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15375;13899;-14546;13321;-12051;18081;-9857;17564;-6391;-14961;-6057;3407;-1278;0;-1246;0;0;0;0;0;0;0;0;0;-15724;-2876;-15159;-1946;-12821;391;-11537;1154;-9100;2786;-8339;3334;-6142;6700;-5778;10375;-15097;-3050;-15472;-2397;0;0;-11734;876;-10316;3838;-9228;3466;0;6740;-6138;6722;-15360;-10572;-15463;-11023;-5924;-877;-6149;-1499;3151;8216;3434;8049;13147;18043;14025;16567;0;0;0;0;-15425;-11059;3688;8431;-6125;-1529;13220;17615;12806;17491;10815;17934;-15129;-13536;2451;4017;-6090;-1454;13465;17828;0;18082;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:30.323;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-19972;18360;8104;23380;18464;-4722;-6415;-17498;27380;-17828;22230;-17838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15375;13899;-14546;13321;-12051;18081;-9857;17564;-6392;-14961;-6057;3407;-1278;0;-1246;0;0;0;0;0;0;0;0;0;-15724;-2875;-15159;-1946;-12821;399;-11537;-359;-9097;2786;-8339;4603;-6143;6700;-5778;10376;-15097;-3049;-15472;-2397;0;0;-11734;876;-10316;3837;-9228;3466;0;6741;-6139;6722;-15360;-10572;-15463;-11023;-5924;-877;-6149;-1499;3151;8216;3434;8049;13147;18043;14025;16568;0;0;0;0;-15425;-11059;3688;8431;-6125;-1529;13220;17615;12806;17491;10945;19245;-15129;-13536;2452;4016;-6090;-1454;13465;17828;0;18082;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:30.343;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-19972;17833;8104;23380;19469;-4275;-6415;-17498;27758;-17457;22230;-17838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15375;13899;-14546;13321;-12052;18081;-9856;17564;-6392;-14961;-6056;3407;-1279;0;-1245;0;0;0;0;0;0;0;0;0;-15724;-2875;-15159;-1946;-12821;412;-11537;816;-9098;2786;-8339;3706;-6143;6700;-5777;10365;-15097;-3049;-15471;-2397;0;0;-11734;876;-10316;3837;-9229;3466;0;6741;-6139;6722;-15360;-10572;-15463;-11023;-5924;-877;-6149;-1499;3151;8216;3434;8049;13146;18043;14026;16568;0;0;0;0;-15425;-11059;3688;8431;-6124;-1529;13220;17615;12806;17491;10921;19919;-15129;-13536;2452;4017;-6090;-1454;13466;17830;0;18082;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:30.363;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-18615;18360;8104;22998;19469;-4722;-6066;-17498;26248;-17457;22230;-17838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15375;13899;-14546;13321;-12052;18081;-9856;17564;-6392;-14961;-6056;3407;-1279;0;-1245;0;0;0;0;0;0;0;0;0;-15724;-2875;-15159;-1946;-12821;405;-11538;-399;-9098;2785;-8339;3713;-6146;6700;-5776;10380;-15097;-3049;-15472;-2397;0;0;-11734;876;-10316;3837;-9229;3466;0;6742;-6140;6722;-15360;-10572;-15463;-11023;-5924;-877;-6150;-1499;3151;8216;3434;8048;13147;18043;14026;16567;0;0;0;0;-15425;-11059;3688;8431;-6125;-1530;13220;17615;12807;17491;10934;19941;-15129;-13536;2452;4017;-6090;-1454;13466;17828;0;18082;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:30.383;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-17710;18360;8104;23380;20474;-4722;-6066;-17498;26626;-17086;22230;-18321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15375;13899;-14546;13321;-12052;18081;-9856;17564;-6393;-14962;-6056;3407;-1280;0;-1244;0;0;0;0;0;0;0;0;0;-15724;-2875;-15159;-1946;-12821;399;-11538;-369;-9096;2785;-8339;3721;-6147;6701;-5776;10378;-15097;-3049;-15472;-2397;0;0;-11734;876;-10316;3837;-9230;3466;0;6742;-6140;6722;-15360;-10572;-15463;-11023;-5923;-877;-6150;-1499;3151;8215;3434;8048;13147;18042;14026;16566;0;0;0;0;-15425;-11060;3688;8431;-6124;-1530;13220;17615;12807;17491;10981;16167;-15129;-13536;2452;4017;-6089;-1454;13466;17828;0;18082;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:30.403;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-16800;19410;8104;22998;21483;-4722;-6415;-17498;29263;-18194;22230;-18321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15375;13900;-14545;13321;-12052;18081;-9856;17564;-6393;-14962;-6055;3407;-1280;0;-1244;0;0;0;0;0;0;0;0;0;-15724;-2875;-15159;-1946;-12821;379;-11538;1751;-9097;2785;-8338;4590;-6145;6702;-5775;10377;-15097;-3049;-15471;-2397;0;0;-11734;876;-10316;3837;-9231;3466;0;6742;-6140;6722;-15359;-10572;-15463;-11023;-5923;-878;-6150;-1499;3151;8215;3434;8048;13148;18042;14026;16565;0;0;0;0;-15425;-11060;3687;8431;-6124;-1530;13220;17615;12807;17490;10972;16593;-15129;-13536;2452;4016;-6089;-1454;13465;17827;0;18082;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:30.423;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15443;18887;8104;23380;21818;-4722;-6066;-17498;29641;-19306;22230;-17838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15375;13900;-14545;13320;-12052;18081;-9855;17564;-6393;-14962;-6054;3407;-1281;0;-1243;0;0;0;0;0;0;0;0;0;-15724;-2875;-15160;-1946;-12821;411;-11538;-352;-9098;2785;-8338;3718;-6149;6703;-5774;10377;-15097;-3050;-15471;-2397;0;0;-11734;876;-10316;3838;-9232;3466;0;6742;-6140;6722;-15359;-10572;-15463;-11023;-5923;-878;-6150;-1499;3151;8214;3435;8047;13149;18041;14027;16564;0;0;0;0;-15425;-11060;3687;8431;-6124;-1530;13220;17615;12808;17491;10979;18227;-15129;-13536;2452;4017;-6088;-1453;13467;17826;0;18082;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:30.443;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-14533;18887;8104;23380;21818;-6071;-6066;-17498;28135;-19676;22230;-17838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15375;13900;-14545;13320;-12052;18081;-9855;17564;-6394;-14962;-6054;3407;-1282;0;-1243;0;0;0;0;0;0;0;0;0;-15723;-2875;-15160;-1946;-12821;405;-11538;451;-9098;2785;-8338;3729;-6148;6704;-5772;10376;-15097;-3049;-15472;-2397;0;0;-11734;876;-10316;3838;-9232;3465;0;6742;-6140;6722;-15359;-10572;-15463;-11023;-5923;-879;-6150;-1499;3152;8214;3435;8047;13151;18041;14027;16563;0;0;0;0;-15425;-11060;3687;8431;-6124;-1530;13220;17615;12808;17491;10973;16160;-15129;-13536;2452;4017;-6087;-1453;13466;17826;0;18082;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:30.463;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-14533;18360;8104;22998;22152;-6520;-6066;-17498;28135;-20412;22230;-18321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15375;13900;-14545;13320;-12052;18081;-9855;17564;-6394;-14961;-6054;3407;-1282;0;-1242;0;0;0;0;0;0;0;0;0;-15723;-2875;-15160;-1946;-12821;402;-11538;-332;-9098;2786;-8337;2953;-6149;6705;-5771;10381;-15097;-3049;-15472;-2397;0;0;-11734;876;-10316;3839;-9233;3465;0;6742;-6140;6722;-15359;-10572;-15463;-11023;-5922;-879;-6150;-1499;3152;8214;3435;8047;13152;18040;14027;16562;0;0;0;0;-15424;-11060;3687;8431;-6123;-1530;13220;17615;12809;17491;10983;17063;-15129;-13536;2452;4016;-6087;-1453;13467;17823;0;18082;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:30.483;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15443;17311;8104;22998;21818;-6520;-6066;-17498;29263;-20047;22230;-17838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15376;13900;-14545;13320;-12052;18081;-9855;17564;-6394;-14961;-6053;3407;-1283;0;-1241;0;0;0;0;0;0;0;0;0;-15723;-2875;-15160;-1946;-12821;416;-11538;-330;-9097;2786;-8337;2524;-6151;6706;-5771;10376;-15096;-3049;-15472;-2397;0;0;-11735;876;-10315;3840;-9234;3464;0;6745;-6143;6721;-15359;-10572;-15463;-11024;-5922;-879;-6150;-1499;3154;8213;3435;8046;13153;18039;14028;16561;0;0;0;0;-15424;-11060;3687;8431;-6123;-1530;13220;17615;12809;17491;10985;18974;-15129;-13536;2452;4017;-6086;-1452;13467;17822;0;18082;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:30.503;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-16348;17311;8104;22998;21818;-7416;-6415;-17498;28886;-19306;22230;-17838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15376;13900;-14545;13320;-12052;18082;-9855;17564;-6395;-14960;-6053;3407;-1283;0;-1241;0;0;0;0;0;0;0;0;0;-15723;-2876;-15160;-1946;-12821;401;-11538;1061;-9098;2786;-8337;3727;-6151;6707;-5770;10378;-15096;-3049;-15472;-2397;0;0;-11735;876;-10315;3840;-9234;3464;0;6746;-6144;6722;-15359;-10572;-15463;-11024;-5921;-879;-6150;-1500;3154;8213;3435;8046;13153;18039;14028;16560;0;0;0;0;-15424;-11060;3687;8431;-6123;-1530;13220;17615;12810;17491;10993;19878;-15129;-13536;2452;4017;-6085;-1452;13467;17820;0;18083;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:30.523;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-16348;15734;8104;22998;21818;-8317;-6066;-17498;26248;-18935;22230;-18321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15376;13900;-14544;13320;-12052;18082;-9854;17564;-6395;-14959;-6052;3406;-1284;0;-1240;0;0;0;0;0;0;0;0;0;-15723;-2876;-15159;-1945;-12821;391;-11537;-343;-9099;2787;-8336;3728;-6151;6708;-5770;10377;-15096;-3049;-15472;-2397;0;0;-11735;876;-10314;3841;-9235;3464;0;6746;-6144;6722;-15359;-10572;-15463;-11024;-5921;-879;-6150;-1500;3157;8212;3435;8045;13155;18039;14028;16559;0;0;0;0;-15425;-11060;3687;8431;-6122;-1530;13220;17615;12810;17492;10916;19938;-15129;-13536;2452;4017;-6085;-1452;13468;17820;0;18083;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:30.543;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-17710;15734;8104;22998;20809;-8317;-6066;-17942;27002;-18935;22230;-17838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15376;13900;-14544;13320;-12053;18083;-9854;17563;-6395;-14958;-6052;3406;-1285;0;-1239;0;0;0;0;0;0;0;0;0;-15724;-2876;-15159;-1945;-12822;397;-11537;-385;-9098;2787;-8336;3719;-6151;6709;-5769;10377;-15095;-3049;-15473;-2397;0;0;-11735;876;-10314;3842;-9235;3463;0;6746;-6144;6722;-15359;-10572;-15463;-11024;-5921;-878;-6150;-1500;3158;8212;3435;8044;13155;18038;14028;16558;0;0;0;0;-15424;-11060;3687;8431;-6122;-1530;13220;17615;12811;17492;10993;16944;-15129;-13536;2452;4017;-6085;-1452;13468;17818;0;18084;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:30.563;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-18615;15734;8104;22998;20809;-9213;-6066;-17498;28508;-18565;22230;-18321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15376;13900;-14544;13320;-12053;18083;-9854;17563;-6396;-14957;-6051;3405;-1285;0;-1238;0;0;0;0;0;0;0;0;0;-15724;-2876;-15159;-1945;-12822;397;-11537;-343;-9099;2787;-8336;3719;-6153;6710;-5769;10376;-15095;-3048;-15473;-2398;0;0;-11735;876;-10313;3842;-9236;3463;0;6746;-6145;6722;-15359;-10572;-15463;-11025;-5920;-878;-6150;-1501;3158;8212;3435;8044;13157;18038;14029;16556;0;-3049;0;18082;-15425;-11060;3687;8431;-6122;-1530;13220;17615;12811;17492;10895;16177;-15129;-13536;2452;4016;-6085;-1452;13469;17816;0;18084;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:30.583;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-20425;14684;8104;22998;20138;-8761;-6415;-17498;28135;-18194;22230;-17838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15377;13900;-14543;13320;-12053;18084;-9853;17563;-6396;-14957;-6051;3405;-1286;0;-1238;0;0;0;0;0;0;0;0;0;-15724;-2876;-15158;-1945;-12822;389;-11537;-361;-9097;2788;-8335;3715;-6152;6711;-5769;10369;-15095;-3048;-15473;-2398;0;0;-11735;876;-10313;3843;-9237;3463;0;6746;-6145;6722;-15359;-10572;-15463;-11025;-5920;-878;-6150;-1501;3159;8212;3436;8043;13157;18038;14029;16555;0;-3049;0;18082;-15425;-11060;3687;8432;-6122;-1530;13220;17614;12811;17493;10935;19925;-15129;-13536;2452;4017;-6084;-1452;13470;17816;0;18085;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:30.603;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-22239;14684;8104;22998;19469;-8761;-6066;-17498;27002;-18194;22230;-18321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15378;13900;-14542;13319;-12053;18084;-9852;17563;-6397;-14956;-6050;3404;-1286;0;-1237;0;0;0;0;0;0;0;0;0;-15724;-2877;-15158;-1945;-12823;407;-11536;1113;-9099;2788;-8335;3730;-6153;6711;-5770;10370;-15095;-3048;-15474;-2398;0;0;-11735;876;-10312;3843;-9238;3462;0;6747;-6145;6721;-15359;-10571;-15463;-11025;-5919;-878;-6150;-1501;3161;8212;3436;8042;13158;18037;14029;16554;0;-3049;0;18082;-15425;-11060;3687;8432;-6122;-1530;13220;17614;12812;17493;10943;16863;-15129;-13536;2452;4016;-6084;-1452;13469;17816;0;18085;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:30.623;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-21787;14684;8104;22998;18464;-8317;-6066;-17498;27002;-17828;22230;-17838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15378;13900;-14541;13319;-12054;18084;-9852;17563;-6397;-14956;-6049;3404;-1286;0;-1237;0;0;0;0;0;0;0;0;0;-15725;-2877;-15157;-1945;-12823;393;-11535;-402;-9099;2788;-8335;3334;-6152;6712;-5770;10372;-15095;-3048;-15474;-2398;0;0;-11735;876;-10312;3843;-9238;3462;0;6747;-6145;6721;-15359;-10571;-15463;-11026;-5919;-877;-6150;-1502;3162;8212;3436;8042;13159;18037;14029;16553;0;-3049;0;18082;-15425;-11060;3688;8432;-6122;-1530;13220;17614;12812;17493;10972;19928;-15129;-13536;2452;4017;-6084;-1452;13469;17815;0;18085;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:30.643;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-21334;15734;8104;22998;17789;-8317;-6066;-17498;28886;-17828;22230;-18321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15379;13900;-14541;13319;-12054;18085;-9851;17563;-6398;-14955;-6048;3404;-1287;0;-1236;0;0;0;0;0;0;0;0;0;-15725;-2877;-15157;-1945;-12824;405;-11535;1090;-9098;2788;-8335;3725;-6152;6712;-5771;10369;-15094;-3047;-15474;-2398;0;0;-11735;876;-10312;3844;-9239;3462;0;6747;-6145;6721;-15359;-10571;-15463;-11026;-5919;-877;-6150;-1502;3162;8212;3436;8041;13160;18037;14029;16553;0;-3049;0;18082;-15425;-11060;3688;8432;-6122;-1530;13221;17613;12813;17493;10980;15868;-15129;-13536;2452;4017;-6083;-1451;13469;17814;0;18086;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:30.663;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-21334;15734;8104;22998;17120;-7869;-6066;-17942;28135;-17828;22230;-18321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15379;13900;-14540;13318;-12054;18085;-9850;17562;-6399;-14955;-6047;3403;-1287;0;-1235;0;0;0;0;0;0;0;0;0;-15726;-2877;-15156;-1944;-12825;402;-11534;-349;-9101;2788;-8334;2532;-6151;6713;-5771;10380;-15094;-3047;-15474;-2398;0;0;-11735;876;-10311;3844;-9239;3462;0;6747;-6145;6721;-15358;-10570;-15462;-11027;-5919;-877;-6150;-1503;3163;8212;3437;8040;13161;18037;14030;16551;0;0;0;0;-15425;-11060;3688;8432;-6122;-1530;13221;17613;12813;17493;10995;16160;-15129;-13536;2452;4017;-6083;-1451;13469;17815;0;18086;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:30.683;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-21787;17311;8104;22998;15781;-7869;-6066;-17498;27758;-17828;22230;-17838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15380;13901;-14539;13318;-12055;18086;-9850;17562;-6399;-14955;-6046;3403;-1288;0;-1235;0;0;0;0;0;0;0;0;0;-15726;-2877;-15156;-1944;-12825;397;-11534;-362;-9099;2788;-8334;3723;-6151;6713;-5772;10376;-15094;-3047;-15474;-2398;0;0;-11735;876;-10311;3844;-9239;3462;0;6747;-6145;6721;-15358;-10570;-15462;-11027;-5919;-877;-6150;-1503;3164;8212;3437;8039;13161;18037;14030;16550;0;0;0;0;-15425;-11060;3688;8432;-6122;-1529;13221;17613;12813;17494;10955;19910;-15129;-13536;2452;4016;-6082;-1451;13468;17814;0;18086;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:30.703;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-21787;18360;8104;22998;14101;-6520;-6066;-17498;27758;-17086;22230;-17838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15380;13901;-14538;13317;-12055;18086;-9849;17562;-6400;-14954;-6046;3403;-1288;0;-1234;0;0;0;0;0;0;0;0;0;-15726;-2877;-15155;-1944;-12826;395;-11533;849;-9100;2788;-8334;3342;-6150;6713;-5773;10383;-15094;-3047;-15475;-2398;0;0;-11735;876;-10311;3844;-9239;3462;0;6748;-6145;6721;-15358;-10570;-15462;-11028;-5918;-877;-6150;-1504;3164;8212;3438;8039;13162;18037;14031;16550;0;0;0;0;-15426;-11060;3688;8432;-6122;-1529;13222;17613;12813;17494;10954;16135;-15129;-13536;2452;4017;-6082;-1451;13469;17814;0;18086;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
